nn;chapter;article;paragraph;name;summ
;;;а;судовыхъ;60000
;;;б;береговыхъ;20000
;;;;Военные порты;None
520;28;;;Устройство портовъ;4856709
;;1;;Строительныя работы въ портахъ;3257422
;;2;;Капитальный ремонтъ;380719
;;3;;Оборудованіе портовъ плавучими средствами;837068
;;4;;Оборудованіе машинами, станками и механическими приспособленіями портовъ, ихъ мастерскихъ и заводовъ;381500
520;28;;;Постройка доковъ;2500000
;;1;;Сооруженіе сухихъ доковъ;2000000
;;2;;Постройка плавучихъ доковъ ;500000
521;29;;;Расширеніе и оборудованіе заводовъ;1206211
;;1;;Ижорскаго;1206211
522;30;;;Содержаніе портовъ съ заводами и мастерскими;2485655
;;1;;Наемъ зданій и земельныхъ участковъ;32739
;;2;;Отопленіе ;825141
;;3;;Осв?щеніе;329790
;;4;;Обыкновенный ремонтъ ;575800
;;5;;Содержаніе въ чистот? и опрятности;332530
;;6;;Наемъ прислуги ;349070
;;7;;Содержаніе телефоновъ и телеграфовъ;22731
;;8;;Уплата повинностей;17854
523;31;;;Д?йствіе заводовъ и мастерскихъ;2232389
;;1;;Рабочая сила ;1272528
;;2;;Топливо;662316
;;3;;Пріобр?теніе инструментовъ, матеріаловъ и вещей;225560
;;4;;Рабочія лошади;71985
;;;;Духовенство.;None
524;32;;;Содержаніе церквей и духовенства морского в?домства;147094
;;1;;Судовые священники;42530
;;2;;Портовое духовенство и церкви:;104204
;;;а;личный составъ;85209
;;;б;хозяйственные расходы;18995
;;3;;Выдачи по м?стнымъ привилегіямъ службы (прибавочное жалованье);360
;;;;Врачебная часть;None
525;33;;;Расходы по врачебной части;1455053
;;1;;Медицинскіе чины строевыхъ частей флота;549905
;;2;;Госпитали и лазареты:;377166
